,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
0,False,/jDai0rdlBHhcY8vpJ4XmTIDQU5i.jpg,[18],389015,en,"I, Tonya","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",34.312342,/6gNXwSHxaksR1PjVZRqNapmkgj3.jpg,2017-12-08,"I, Tonya",False,7.5,930
1,False,/36h3Sw4y4COqMeNg31ST0h5xRae.jpg,"[12, 16, 35, 10751]",260514,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",29.586654,/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,2017-06-15,Cars 3,False,6.8,1441
2,False,/nF4kmc4gDRQU4OJiJgk6sZtbJbl.jpg,[18],312221,en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",30.031372,/hKzhV274pkZBSpXfCjUyzbyYKLl.jpg,2015-11-25,Creed,False,7.3,2569
3,False,/eR5335pOlOpY0sNsmKmuJJG4MnU.jpg,"[35, 18, 36]",369192,en,Battle of the Sexes,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,15.467041,/fWy0A3VojTCb0S2MKtEJjpquubF.jpg,2017-09-22,Battle of the Sexes,False,7.0,516
4,False,/rfhnEYubWD4hnUUm8xXmotpqffb.jpg,"[28, 12, 18, 10751]",38575,en,The Karate Kid,"12-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",13.104559,/l13emtM0cz0HyJeWSxb6ml5RvzT.jpg,2010-06-10,The Karate Kid,False,6.2,2108
5,False,,[18],480530,en,Creed II,"Follows Adonis Creed’s life inside and outside of the ring as he deals with new found fame, issues with his family, and his continuing quest to become a champion.",7.824427,/AlNeuM1oMTvlQnredazHIkowSEj.jpg,2018-11-21,Creed II,False,0.0,0
6,False,/t3Y0rPTraupA90fo8o5g64FiuCC.jpg,"[28, 18]",59440,en,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",19.846758,/qzeShckQ34eJJFQ24dTx9QI8kcS.jpg,2011-09-09,Warrior,False,7.7,1589
7,False,/mFCEeEjRfU2WU9vv5ApXJLzKxy7.jpg,[18],360814,hi,दंगल,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",8.534841,/5PDT64gtbmH10gK5AYR7LZh5PQk.jpg,2016-12-23,Dangal,False,8.0,206
8,False,/a1MlbLBk5Sy6YvMbSuKfwGlDVlb.jpg,"[16, 12, 35, 10751]",920,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",28.336882,/5damnMcRFKSjhCirgX3CMa88MBj.jpg,2006-06-08,Cars,False,6.6,5064
9,False,/dztyK9ANihFQjgMshT6czMyQio2.jpg,[35],10663,en,The Waterboy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,9.020456,/wZKa2NZgEKJ85NoO2cQ7xzj8eBn.jpg,1998-11-06,The Waterboy,False,5.9,619
10,False,/2wnuDWdkLUNdqVNC5PN1AXArrzt.jpg,[18],425373,en,The Miracle Season,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship.",5.144584,/8pIRi67oPq91CnkRUwl9PWiYZKA.jpg,2018-04-13,The Miracle Season,False,0.0,2
11,False,/2kkyt0FLROrXt41IgSdE7goCFNQ.jpg,[18],1366,en,Rocky,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",26.753792,/9TUR3s1PMJHwDRbpm7PWQ0S7IRy.jpg,1976-11-21,Rocky,False,7.6,2422
12,False,/tyaVwOLIpAzZFP0qmXm2VZhYkxZ.jpg,"[18, 28, 80]",448776,en,A Prayer Before Dawn,Based on the true life experience of Billy Moore who survived his Thai prison ordeal by becoming a Muay Thai boxing champion.,4.661572,/73KrcLh1DpnBP3HwGpqoUUwKWF4.jpg,2018-06-20,A Prayer Before Dawn,False,0.0,3
13,False,/7nGW4MhYQ7sJfp482XkrgqPYQ2S.jpg,[18],70,en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",26.665007,/h4VZKi2Jt4VoBYJmtC4c3bO8KqM.jpg,2004-12-15,Million Dollar Baby,False,7.8,3289
14,False,/63OmgMeYb2T7azonwtY1T0UpRGc.jpg,[35],1588,en,Bring It On,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",6.589845,/yg0O6eGgrumDZ1bht3pqMjNaWon.jpg,2000-08-25,Bring It On,False,5.8,679
15,False,/w41zFKYTsq4wf5QnQJWMXuzWl2F.jpg,"[18, 28]",96721,en,Rush,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,23.914053,/cjEepHZOZAwmK6nAj5jis6HV75E.jpg,2013-09-02,Rush,False,7.7,2843
16,False,/vaFuy8olnsULqdd09DsxWf1ry1k.jpg,"[28, 53, 80]",1089,en,Point Break,"In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.",21.169854,/zAt6vprHgkQCaQ5n6qwfXd4zAcD.jpg,1991-07-12,Point Break,False,6.9,1104
17,False,/eSbKT3v3RKFRGeOmxJbZhIvrevR.jpg,"[18, 10752]",227306,en,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",14.746194,/1un8i8UtCjSCnY3OfdxtB5kDRvF.jpg,2014-12-25,Unbroken,False,7.3,1682
18,False,/2vFH3ntJbBC7QCwB0nRJGLx0oPU.jpg,"[28, 18]",307081,en,Southpaw,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",35.144563,/50d0XQQETSyg3bwBXhC7K33pKgc.jpg,2015-06-15,Southpaw,False,7.3,2552
19,False,/z5qwh317CANMZO7KMPAEepwxlyq.jpg,[35],9614,en,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",19.560689,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,1996-02-16,Happy Gilmore,False,6.5,920
20,False,/cTzJXKXqy8pqisykmDueETv6ikb.jpg,[35],11287,en,A League of Their Own,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey (Garry Marshall). Competitive sisters Dottie Hinson (Geena Davis) and Kit Keller (Lori Petty) spar with each other, scout Ernie Capadino (Jon Lovitz) and grumpy has-been coach Jimmy Dugan (Tom Hanks) on their way to fame. Madonna and Rosie O'Donnell co-star as two of the sisters' teammates.",13.90856,/mHr58FxWSPZtxSqVxDpO12nKmMi.jpg,1992-07-01,A League of Their Own,False,6.8,470
21,False,/rfhnEYubWD4hnUUm8xXmotpqffb.jpg,"[28, 12, 18, 10751]",38575,en,The Karate Kid,"12-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",13.104559,/l13emtM0cz0HyJeWSxb6ml5RvzT.jpg,2010-06-10,The Karate Kid,False,6.2,2108
22,False,/kdL7CWq5msNd2CzE11fNkY0k4m7.jpg,[35],11977,en,Caddyshack,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",12.111101,/21nhVVqGsOrKvkncsB5GbRxpSZh.jpg,1980-07-25,Caddyshack,False,6.6,446
23,False,/qHHM9pcly5YFV3hdLjyPofnzVjH.jpg,"[35, 18, 10751, 10749]",9655,en,She's the Man,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",13.765501,/aoO3OtAojt9g8D60tro8s26mGmj.jpg,2006-03-17,She's the Man,False,6.5,893
24,False,/6Zy8HlUrFFmJIlsVfv9YOx4PxYO.jpg,"[35, 18, 36]",319888,en,Eddie the Eagle,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",11.671255,/laEdJnz9CiojWcNpqFjPKhrKuBo.jpg,2016-02-26,Eddie the Eagle,False,7.1,850
25,False,/glBFNYHKkOZpKBe7Io5mjUcGekV.jpg,[35],9718,en,Talladega Nights: The Ballad of Ricky Bobby,"Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",12.206762,/hi8whfL7t6cL2LITLJjzJ7UWuZA.jpg,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,False,6.2,608
26,False,/pxlaSPleGSNI8jJZYGhXH5LdI1B.jpg,[18],60308,en,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",10.575982,/3oAa8mJJ97CH9AeGEY6vjAxqcvZ.jpg,2011-09-22,Moneyball,False,7.1,1701
27,False,/m6kXoIPsU2zkvpA08pbJ3klRSW6.jpg,"[35, 10751]",11528,en,The Sandlot,"Scotty Smalls moves to a new neighborhood with his mom and stepdad, and wants to learn to play baseball. The neighborhood baseball guru Rodriquez takes Smalls under his wing. They fall into adventures involving baseball, treehouse sleep-ins, the desirous lifeguard at the local pool, the snooty rival ball team, and the travelling fair.",7.836441,/fKJUQrAm5QbVR5DqgH9U5IflHGQ.jpg,1993-04-07,The Sandlot,False,7.2,322
28,False,/qVjKZMB0IdOc2JlwiiGsuKTvTJs.jpg,[18],22881,en,The Blind Side,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",25.911349,/wEGFSgPebLk6g1ngKsJ6a46PYLV.jpg,2009-11-20,The Blind Side,False,7.3,1974
29,False,/37o2HXE6pvtcbH6fTX6ZFWveGOh.jpg,"[35, 18, 10749]",9390,en,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",28.198099,/99YTEdKOKDRClsscOpJfdkbaTrQ.jpg,1996-12-13,Jerry Maguire,False,6.7,1169
30,False,/vBIZjbQCFV52YcEHf99Mamrfele.jpg,[18],45317,en,The Fighter,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",19.663054,/ytGIpdxYyvXwch5QILfquSTMA9f.jpg,2010-12-17,The Fighter,False,7.2,1790
31,False,/hc7aUrZx6164yjkeF8g52u5seon.jpg,"[18, 10751]",17641,en,National Velvet,"Mi Taylor was a young wanderer and opportunist whose father had given him ""all the roads in the Kingdom"" to travel. One of the roads, and a notation in his father's journal, leads him to the quiet English country-side home of the Brown family. The youngest daughter, Velvet, has a passion for horses and when she wins the spirited steed Pie in a town lottery, Mi is encouraged to train the horse...",3.99796,/oVIIUSRX8TziuESOq9sITzyXTZt.jpg,1944-12-21,National Velvet,False,7.3,27
32,False,/2c5rkSPvdLfB0uzuHUtJiZ1sIC8.jpg,[18],10637,en,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",14.503162,/iI12IRzif2VjTkQJRDQw3WyWKdS.jpg,2000-09-29,Remember the Titans,False,7.4,993
33,False,/kBTdPNTAzagAY6UiwY957KCDGuu.jpg,"[16, 35, 18, 10751, 14]",2300,en,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",14.989157,/bJhVLribUKCrKv1h1WFqv4QmRWM.jpg,1996-11-15,Space Jam,False,6.5,1779
34,False,/yt88nEyDJLN8gOg1FTvCcXCM672.jpg,[18],1578,en,Raging Bull,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",25.272274,/cbTfaMrWpZWwF3mY40v1SKaAVCx.jpg,1980-11-14,Raging Bull,False,7.8,1238
35,False,/ffx3IgsXkOkyF6N2TXWy1ZwnBzk.jpg,[18],109410,en,42,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",10.395656,/vlP18ooLmvYVNnqidbot0FupY05.jpg,2013-04-12,42,False,6.9,877
36,False,/k66qUqJM7H2AXr7Iz94J3mQXigy.jpg,"[18, 80]",10474,en,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,13.534903,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,1995-04-21,The Basketball Diaries,False,7.2,601
37,False,/pP2sONJEJraOioyrdCtwbVHDkRy.jpg,"[28, 878, 18]",39254,en,Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",25.572501,/drtXi58nN6P3zcoLh6wUlsZAYqh.jpg,2011-09-28,Real Steel,False,6.7,3396
38,False,/uvbjTLZSxGehXWDo1ENyVuBrYie.jpg,[18],1374,en,Rocky IV,"After iron man Drago, a highly intimidating 6-foot-5, 261-pound Soviet athlete, kills Apollo Creed in an exhibition match, Rocky comes to the heart of Russia for 15 pile-driving boxing rounds of revenge.",11.467405,/jmvpwgW5M2kduR9zB0q8qGFC4zM.jpg,1985-11-21,Rocky IV,False,6.7,1261
39,False,/gcFhaI5IrKxvMs4TtvlHbYE4b0.jpg,[18],1246,en,Rocky Balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",20.343489,/n82AAPWnAafDAZjxkYK2rAPwk4A.jpg,2006-12-20,Rocky Balboa,False,6.5,1116
40,False,/jEcmZhtJkZQc6ta2vzBd9CU7GIx.jpg,"[16, 10751, 12, 35]",49013,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,33.375401,/AblhtULOVtrkSnFxRPQ8gBemxw9.jpg,2011-06-11,Cars 2,False,5.8,2675
41,False,/qw7yoEsR0ogdM2X7OwDTevnH6y5.jpg,[35],15596,en,Back to School,"Self-made millionaire Thornton Melon decides to get a better education and enrolls at his son Jason's college. While Jason tries to fit in with his fellow students, Thornton struggles to gain his son's respect, giving way to hilarious antics.",9.70724,/8k0qfMvpHPttsyt8MqZJR8IOaRN.jpg,1986-06-13,Back to School,False,6.4,138
42,False,/yA4OiCFItCMCmFOXVFT4Xy1HsqI.jpg,[35],10393,en,The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",11.518297,/cHI4RgNND66gAcV63V5SoS76tVQ.jpg,2000-08-07,The Replacements,False,6.2,270
43,False,/fFISF7IlLoAk52jUU7ehbOGxgsf.jpg,"[18, 53]",87492,en,Foxcatcher,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,11.461779,/vLZ8vG6qAeMW5iAtc4pJ5kJyqjr.jpg,2014-05-19,Foxcatcher,False,6.6,1132
44,False,/6kOJrQdrLreqNiRrb2JsoFDpPkS.jpg,"[28, 12, 80, 18]",9766,en,Gridiron Gang,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",8.013221,/8UlDsCPjAfg15L5Sgkcmy8rv1rg.jpg,2006-09-15,Gridiron Gang,False,6.6,265
45,False,/jbREFnhxvVFCfgdMLkcI7Fb3Hz7.jpg,"[35, 10751]",10414,en,The Mighty Ducks,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",7.733896,/4qXfjDlDEGuN3xRNawh4WZo5o96.jpg,1992-10-01,The Mighty Ducks,False,6.4,249
46,False,/9lrM0o89ASyHmDgMLfCbU5qdsAm.jpg,"[35, 18]",9291,en,The Longest Yard,"Pro quarter-back, Paul Crewe and former college champion and coach, Nate Scarboro are doing time in the same prison. Asked to put together a team of inmates to take on the guards, Crewe enlists the help of Scarboro to coach the inmates to victory in a football game 'fixed' to turn out quite another way.",19.567365,/ag6q9euZABqbHtbDhoRT9xEYltP.jpg,2005-05-27,The Longest Yard,False,6.2,1029
47,False,/5tMJqM3ecc0LxCoB3Y3uWYS3NK8.jpg,"[18, 10749]",12163,en,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",20.716011,/huooRmB7yksJyVVSkqOgitxlCec.jpg,2008-09-07,The Wrestler,False,7.3,1301
48,False,/3nErSCj393Yh5h5MdvYgw9PvTQH.jpg,[18],13416,en,Friday Night Lights,"A small, turbulent town in Texas obsesses over their high school football team to an unhealthy degree. When the star tailback, Boobie Miles, is seriously injured during the first game of the season, all hope is lost, and the town's dormant social problems begin to flare up. It is left to the inspiring abilities of new coach Gary Gaines to instill in the other team members -- and, by proxy, the town itself -- a sense of self-respect and honor.",8.494105,/8HIqpOgqShRc3TAleabnYispDl1.jpg,2004-10-08,Friday Night Lights,False,6.9,189
49,False,/vu82PVUjEaAmrxBdeH8hbx2ZBxy.jpg,[18],321741,en,Concussion,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",13.647705,/vdK1f9kpY5QEwrAiXs9R7PlerNC.jpg,2015-11-12,Concussion,False,7.0,1049
50,False,/g5gwbwR98yN1TvycqHCJZhCPa7O.jpg,"[18, 14]",2323,en,Field of Dreams,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",8.772305,/ps5B8ZNSFvqLczD5e4Yh3whV66B.jpg,1989-04-21,Field of Dreams,False,7.1,484
51,False,/qgmcpz4ZyDxtAOTvqN6oIpBez7d.jpg,[18],7214,en,Coach Carter,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",9.980124,/8c6BeOIrDStz2aiPceYdI5sd9pL.jpg,2005-01-14,Coach Carter,False,7.3,636
52,False,/mV3oFo6KrZHkP9ofNXPBquJnLiz.jpg,[35],336890,en,Goon: Last of the Enforcers,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",11.192672,/r98E5kW0Asjgsx6oniRkoHpnqGy.jpg,2017-03-17,Goon: Last of the Enforcers,False,5.8,88
53,False,/rLW1reSSMCMlKF9A6IViIV1Zbt7.jpg,[35],11543,en,Kingpin,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.",9.954398,/l2LObt7s0hakFi9ga6tOKMqKkuo.jpg,1996-07-04,Kingpin,False,6.6,295
54,False,/ueFIXFoqTaA2qVTa5FiAtapynUs.jpg,"[18, 36]",14292,en,Miracle,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!",6.16139,/u2OCExn2VMgEQnVeoGaHl9bSrtQ.jpg,2004-02-06,Miracle,False,7.0,202
55,False,/cb73g9x8mUyxkW0G13wkGo4UoMG.jpg,"[35, 10751]",9353,en,Nacho Libre,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.",9.008982,/lNue9evMBzqjWE4tJmUegkep8Qs.jpg,2006-06-16,Nacho Libre,False,5.5,445
56,False,/tNreuB9WZvFgDKnEOKC6fytzT4z.jpg,"[35, 18]",10115,en,Stick It,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",8.760078,/uMcylxIC7nBpBd8Uf6Apr4MJ1pf.jpg,2006-04-21,Stick It,False,6.4,198
57,False,/39jfRKSZZlHxfrdZOsR4R80gVoc.jpg,"[18, 28]",8456,en,Never Back Down,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.",16.734724,/6vT35MJ67U3llfi6W7MbM5r2dav.jpg,2008-03-04,Never Back Down,False,6.5,704
58,False,/inxjxDR0Afy5FlRmN61ROUJA54k.jpg,"[35, 18, 10749]",455,en,Bend It Like Beckham,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",10.400095,/aaLAIPw9vJSVyQLy390TJrntEwF.jpg,2002-04-11,Bend It Like Beckham,False,6.2,743
59,False,/yJAicZoLQoVhY2rQGmUdcTP3pdw.jpg,[35],64807,en,Grudge Match,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,11.139462,/hScOPtZpAxYWx2sOGcfbzYti39Z.jpg,2013-12-25,Grudge Match,False,6.0,525
60,False,/ecnXlXpnRiiht69P5d2AjnUoocu.jpg,"[28, 18]",308529,en,Kickboxer: Vengeance,"Eric and Kurt Sloane are the descendants of a well-known Venice, California-based family of martial artists.  Kurt, the younger of the two,  has always been in his brother Eric’s shadow, and despite his talent has been told he lacks the instinct needed to become a champion.  But when Kurt witnesses the merciless murder of his brother at the hands of Muay Thai champion Tong Po, he vows revenge.  He trains with his brother’s mentor for a fight to the death with Tong Po. At first it seems impossible to turn Kurt into the living weapon he must become to beat Tong Po, but through a series of tests and dangerous encounters, Kurt proves he has a deeper strength that will carry him through to his final showdown with Tong Po.",8.552146,/fHwikdzHy8btv7Rn1eRGe9rvLVO.jpg,2016-07-14,Kickboxer: Vengeance,False,4.5,131
